row_index,country,gold,initial,final,cluster
235,mexico,yes,yes,yes,3
236,argentina,yes,yes,yes,0
237,argentina,yes,yes,yes,3
238,argentina,yes,yes,yes,3
239,argentina,yes,yes,yes,3
240,argentina,yes,yes,yes,0
241,argentina,yes,yes,yes,3
242,argentina,yes,yes,yes,3
243,argentina,yes,yes,yes,3
244,argentina,yes,yes,yes,3
245,argentina,yes,yes,yes,3
246,argentina,yes,yes,yes,2
247,argentina,yes,yes,yes,2
248,taiwan,yes,yes,yes,3
249,taiwan,yes,yes,yes,3
250,taiwan,yes,yes,yes,3
251,taiwan,yes,yes,yes,0
252,taiwan,yes,yes,yes,0
253,taiwan,yes,yes,yes,1
254,taiwan,yes,yes,yes,0
255,taiwan,yes,yes,yes,3
256,taiwan,yes,yes,yes,2
257,taiwan,yes,yes,yes,0
258,taiwan,yes,yes,yes,0
259,taiwan,yes,yes,yes,0
260,somalia,yes,yes,yes,3
261,somalia,yes,yes,yes,3
262,somalia,yes,yes,yes,3
263,somalia,yes,yes,yes,3
264,somalia,yes,yes,yes,0
265,somalia,yes,yes,yes,3
266,somalia,yes,yes,yes,2
267,somalia,yes,yes,yes,3
268,somalia,yes,yes,yes,3
269,somalia,yes,yes,yes,0
270,somalia,yes,yes,yes,2
271,somalia,yes,yes,yes,0
272,somalia,yes,yes,yes,0
273,somalia,yes,yes,yes,3
274,somalia,yes,yes,yes,0
275,serbia,yes,yes,yes,3
276,serbia,yes,yes,yes,3
277,serbia,yes,yes,yes,2
278,serbia,yes,yes,yes,1
279,serbia,yes,yes,yes,3
280,serbia,yes,yes,yes,3
281,serbia,yes,yes,yes,3
282,serbia,yes,yes,yes,0
283,serbia,yes,yes,yes,0
284,serbia,yes,yes,yes,3
285,serbia,yes,yes,yes,3
286,serbia,yes,yes,yes,1
287,sweden,yes,yes,yes,3
288,sweden,yes,yes,yes,3
289,sweden,yes,yes,yes,0
290,sweden,yes,yes,yes,3
291,sweden,yes,yes,yes,0
292,sweden,yes,yes,yes,0
293,sweden,yes,yes,yes,0
294,sweden,yes,yes,yes,3
295,sweden,yes,yes,yes,0
296,sweden,yes,yes,yes,0
297,sweden,yes,yes,yes,3
298,sweden,yes,yes,yes,2
299,south_korea,yes,yes,yes,3
300,south_korea,yes,yes,yes,3
301,south_korea,yes,yes,yes,3
302,south_korea,yes,yes,yes,0
303,south_korea,yes,yes,yes,3
304,south_korea,yes,yes,yes,3
305,south_korea,yes,yes,yes,3
306,south_korea,yes,yes,yes,3
307,south_korea,yes,yes,yes,3
308,myanmar,yes,yes,yes,3
309,myanmar,yes,yes,yes,1
310,myanmar,yes,yes,yes,3
311,myanmar,yes,yes,yes,2
312,myanmar,yes,yes,yes,0
313,myanmar,yes,yes,yes,2
314,myanmar,yes,yes,yes,3
315,myanmar,yes,yes,yes,3
316,myanmar,yes,yes,yes,3
317,myanmar,yes,yes,yes,3
318,myanmar,yes,yes,yes,3
319,myanmar,yes,yes,yes,3
320,myanmar,yes,yes,yes,0
321,myanmar,yes,yes,yes,3
322,myanmar,yes,yes,yes,0
323,malta,yes,yes,yes,2
324,malta,yes,yes,yes,3
325,malta,yes,yes,yes,3
326,malta,yes,yes,yes,3
327,malta,yes,yes,yes,3
328,malta,yes,yes,yes,3
329,malta,yes,yes,yes,3
330,malta,yes,yes,yes,3
331,malta,yes,yes,yes,2
332,malta,yes,yes,yes,3
333,malta,yes,yes,yes,3
334,malta,yes,yes,yes,3
335,china,yes,yes,yes,3
336,china,yes,yes,yes,3
337,china,yes,yes,yes,3
338,china,yes,yes,yes,3
339,china,yes,yes,yes,0
340,china,yes,yes,yes,3
341,china,yes,yes,yes,3
342,china,yes,yes,yes,3
343,china,yes,yes,yes,3
344,china,yes,yes,yes,3
345,china,yes,yes,yes,3
346,china,yes,yes,yes,0
347,germany,yes,yes,yes,3
348,germany,yes,yes,yes,0
349,germany,yes,yes,yes,3
350,germany,yes,yes,yes,3
351,germany,yes,yes,yes,3
352,germany,yes,yes,yes,0
353,germany,yes,yes,yes,0
354,germany,yes,yes,yes,0
355,germany,yes,yes,yes,3
356,germany,yes,yes,yes,3
357,germany,yes,yes,yes,3
358,germany,yes,yes,yes,3
359,germany,yes,yes,neutral,1
360,germany,yes,no,no,3
361,germany,yes,yes,yes,3
362,ukraine,yes,yes,yes,2
363,ukraine,yes,yes,yes,0
364,ukraine,yes,yes,yes,1
365,ukraine,yes,yes,yes,3
366,ukraine,yes,yes,yes,0
367,ukraine,yes,yes,yes,3
368,ukraine,yes,yes,yes,2
369,ukraine,yes,yes,yes,3
370,ukraine,yes,yes,yes,0
371,ukraine,yes,yes,yes,3
372,ukraine,yes,yes,yes,3
373,ukraine,yes,yes,yes,3
374,ukraine,yes,yes,yes,3
375,ukraine,yes,yes,yes,0
376,ukraine,yes,yes,yes,3
377,romania,yes,yes,yes,3
378,romania,yes,yes,yes,3
379,romania,yes,yes,yes,3
380,romania,yes,yes,yes,2
381,romania,yes,no,no,3
382,romania,yes,yes,yes,3
383,romania,yes,yes,yes,3
384,romania,yes,yes,yes,3
385,romania,yes,yes,yes,3
386,romania,yes,yes,yes,3
387,romania,yes,yes,yes,2
388,romania,yes,yes,yes,3
389,russia,yes,yes,yes,3
390,russia,yes,yes,yes,3
391,russia,yes,yes,yes,3
392,russia,yes,yes,yes,0
393,russia,yes,yes,yes,3
394,russia,yes,yes,yes,3
395,russia,yes,yes,yes,3
396,russia,yes,yes,yes,0
397,russia,yes,yes,yes,3
398,russia,yes,yes,yes,3
399,russia,yes,yes,no,2
400,russia,yes,yes,yes,3
401,nepal,yes,yes,yes,3
402,nepal,yes,yes,yes,3
403,nepal,yes,yes,yes,3
404,nepal,yes,yes,yes,3
405,nepal,yes,yes,yes,1
406,nepal,yes,yes,yes,3
407,nepal,yes,yes,yes,3
408,nepal,yes,yes,yes,3
409,nepal,yes,yes,yes,3
410,nepal,yes,yes,yes,3
411,nepal,yes,yes,yes,3
412,nepal,yes,yes,yes,3
413,bangladesh,yes,yes,yes,3
414,bangladesh,yes,yes,yes,3
415,bangladesh,yes,yes,yes,3
416,bangladesh,yes,yes,yes,3
417,bangladesh,yes,no,no,1
418,bangladesh,yes,yes,yes,3
419,bangladesh,yes,yes,yes,3
420,bangladesh,yes,yes,yes,3
421,bangladesh,yes,yes,yes,3
422,bangladesh,yes,yes,yes,3
423,bangladesh,yes,yes,yes,3
424,bangladesh,yes,yes,yes,0
425,portugal,yes,yes,yes,3
426,portugal,yes,yes,yes,3
427,portugal,yes,yes,yes,2
428,portugal,yes,yes,yes,3
429,portugal,yes,yes,yes,3
430,portugal,yes,yes,yes,3
431,portugal,yes,yes,yes,3
432,portugal,yes,yes,yes,3
433,portugal,yes,yes,yes,3
434,portugal,yes,yes,yes,0
435,portugal,yes,yes,yes,1
436,portugal,yes,yes,yes,3
437,thailand,yes,yes,yes,3
438,thailand,yes,yes,yes,3
439,thailand,yes,yes,yes,3
440,thailand,yes,yes,yes,3
441,thailand,yes,yes,yes,0
442,thailand,yes,yes,yes,3
443,thailand,yes,yes,yes,3
444,thailand,yes,yes,yes,0
445,thailand,yes,yes,yes,3
446,thailand,yes,yes,yes,3
447,thailand,yes,yes,yes,0
448,thailand,yes,yes,yes,1
449,france,yes,yes,yes,3
450,france,yes,yes,yes,2
451,france,yes,yes,yes,2
452,france,yes,yes,yes,3
453,france,yes,yes,yes,3
454,france,yes,yes,yes,3
455,france,yes,yes,yes,0
456,france,yes,yes,yes,3
457,france,yes,yes,yes,0
458,france,yes,yes,yes,0
459,france,yes,yes,yes,0
460,france,yes,yes,yes,0
461,ireland,yes,yes,yes,3
462,ireland,yes,yes,neutral,2
463,ireland,yes,yes,yes,3
464,ireland,yes,yes,yes,3
465,ireland,yes,yes,yes,3
466,ireland,yes,yes,yes,3
467,ireland,yes,yes,yes,2
468,ireland,yes,yes,yes,3
469,ireland,yes,yes,yes,3
470,ireland,yes,yes,yes,3
471,ireland,yes,yes,yes,3
472,ireland,yes,yes,yes,3
473,ireland,yes,yes,yes,3
474,ireland,yes,yes,yes,0
475,ireland,yes,yes,yes,3
476,croatia,yes,yes,yes,3
477,croatia,yes,yes,yes,3
478,croatia,yes,yes,yes,3
479,croatia,yes,yes,yes,3
480,croatia,yes,yes,yes,2
481,croatia,yes,yes,yes,3
482,croatia,yes,yes,yes,0
483,croatia,yes,yes,yes,3
484,croatia,yes,yes,yes,3
485,croatia,yes,yes,yes,2
486,croatia,yes,yes,yes,2
487,croatia,yes,yes,yes,3
488,mauritius,yes,yes,yes,3
489,mauritius,yes,yes,yes,3
490,mauritius,yes,yes,yes,3
491,mauritius,yes,yes,yes,3
492,mauritius,yes,yes,yes,3
493,mauritius,yes,yes,yes,3
494,mauritius,yes,yes,yes,3
495,mauritius,yes,yes,yes,3
496,mauritius,yes,yes,yes,3
497,mauritius,yes,yes,yes,3
498,mauritius,yes,yes,yes,3
499,mauritius,yes,yes,yes,3
500,fiji,yes,yes,yes,3
501,fiji,yes,yes,yes,0
502,fiji,yes,yes,yes,3
503,fiji,yes,yes,yes,2
504,fiji,yes,yes,yes,0
505,fiji,yes,yes,yes,3
506,fiji,yes,yes,yes,3
507,fiji,yes,yes,yes,3
508,fiji,yes,yes,yes,0
509,austria,yes,yes,yes,2
510,austria,yes,yes,yes,3
511,austria,yes,yes,yes,3
512,austria,yes,yes,yes,3
513,austria,yes,yes,yes,0
514,austria,yes,yes,yes,3
515,austria,yes,yes,yes,3
516,austria,yes,yes,yes,3
517,austria,yes,yes,yes,3
518,austria,yes,yes,yes,1
519,austria,yes,yes,yes,0
520,austria,yes,yes,yes,2
521,brazil,yes,yes,yes,3
522,brazil,yes,yes,yes,3
523,brazil,yes,yes,yes,2
524,brazil,yes,yes,yes,3
525,brazil,yes,yes,yes,3
526,brazil,yes,yes,yes,3
527,brazil,yes,yes,yes,2
528,brazil,yes,yes,yes,2
529,brazil,yes,yes,yes,1
530,brazil,yes,yes,yes,3
531,brazil,yes,yes,yes,3
532,brazil,yes,yes,no,2
533,south_africa,yes,yes,yes,2
534,south_africa,yes,yes,yes,3
535,south_africa,yes,yes,yes,3
536,south_africa,yes,yes,yes,0
537,south_africa,yes,yes,yes,3
538,south_africa,yes,yes,yes,3
539,south_africa,yes,yes,yes,3
540,south_africa,yes,yes,yes,3
541,south_africa,yes,yes,yes,3
542,south_africa,yes,yes,yes,3
543,south_africa,yes,yes,yes,3
544,south_africa,yes,yes,yes,3
545,chile,yes,yes,yes,3
546,chile,no,yes,no,1
547,chile,yes,no,no,2
548,chile,yes,yes,no,2
549,chile,yes,yes,yes,2
550,chile,yes,yes,no,2
551,chile,yes,yes,yes,3
552,chile,yes,yes,yes,3
553,chile,yes,yes,yes,3
554,chile,yes,yes,yes,3
555,chile,yes,yes,yes,2
556,chile,yes,yes,yes,3
557,papua_new_guinea,yes,yes,yes,3
558,papua_new_guinea,yes,yes,yes,3
559,papua_new_guinea,yes,yes,yes,3
560,papua_new_guinea,yes,yes,yes,3
561,papua_new_guinea,yes,yes,yes,3
562,papua_new_guinea,yes,yes,yes,2
563,papua_new_guinea,yes,yes,yes,0
564,papua_new_guinea,yes,yes,yes,2
565,papua_new_guinea,yes,yes,yes,3
566,papua_new_guinea,yes,yes,yes,3
567,papua_new_guinea,yes,yes,yes,3
568,papua_new_guinea,yes,yes,yes,3
569,afghanistan,yes,yes,yes,3
570,afghanistan,yes,yes,yes,3
571,afghanistan,yes,yes,yes,2
572,afghanistan,yes,yes,yes,0
573,afghanistan,yes,yes,yes,3
574,afghanistan,yes,yes,yes,2
575,afghanistan,yes,yes,yes,3
576,afghanistan,yes,yes,yes,0
577,afghanistan,yes,yes,yes,3
578,afghanistan,yes,yes,yes,3
579,afghanistan,yes,yes,yes,3
580,afghanistan,yes,yes,yes,2
581,afghanistan,yes,yes,yes,3
582,afghanistan,yes,yes,yes,3
583,afghanistan,yes,yes,yes,0
584,japan,yes,yes,yes,3
585,japan,yes,yes,yes,3
586,japan,yes,yes,yes,3
587,japan,yes,yes,yes,0
588,japan,yes,yes,yes,3
589,japan,yes,yes,yes,3
590,japan,yes,yes,yes,0
591,japan,yes,yes,yes,0
592,japan,yes,yes,yes,3
593,japan,yes,yes,yes,0
594,japan,yes,yes,yes,3
595,japan,yes,yes,yes,0
596,australia,yes,yes,yes,3
597,australia,yes,yes,yes,0
598,australia,yes,yes,yes,3
599,australia,yes,yes,yes,3
600,australia,yes,yes,yes,2
601,australia,yes,yes,yes,3
602,australia,yes,yes,yes,3
603,australia,yes,yes,yes,0
604,australia,yes,yes,yes,3
605,netherlands,yes,yes,yes,3
606,netherlands,yes,yes,yes,3
607,netherlands,yes,yes,yes,3
608,netherlands,yes,yes,yes,3
609,netherlands,yes,yes,yes,3
610,netherlands,yes,yes,yes,2
611,netherlands,yes,yes,yes,0
612,netherlands,yes,yes,yes,3
613,netherlands,yes,yes,yes,3
614,netherlands,yes,yes,yes,3
615,netherlands,yes,yes,yes,3
616,netherlands,yes,yes,yes,3
617,sri_lanka,yes,yes,yes,2
618,sri_lanka,yes,yes,yes,3
619,sri_lanka,yes,yes,yes,3
620,sri_lanka,yes,yes,yes,3
621,sri_lanka,yes,yes,yes,3
622,sri_lanka,yes,yes,yes,3
623,sri_lanka,yes,yes,yes,3
624,sri_lanka,yes,yes,yes,2
625,sri_lanka,yes,yes,yes,2
626,sri_lanka,yes,yes,yes,3
627,sri_lanka,yes,yes,yes,3
628,sri_lanka,yes,yes,yes,3
629,indonesia,yes,yes,yes,3
630,indonesia,yes,yes,yes,3
631,indonesia,yes,yes,yes,3
632,indonesia,yes,yes,yes,3
633,indonesia,yes,yes,yes,3
634,indonesia,yes,yes,yes,3
635,indonesia,yes,yes,yes,3
636,indonesia,yes,yes,yes,0
637,indonesia,yes,yes,yes,0
638,malaysia,yes,yes,yes,3
639,malaysia,yes,yes,yes,3
640,malaysia,yes,yes,yes,3
641,malaysia,yes,yes,yes,3
642,malaysia,yes,yes,yes,3
643,malaysia,yes,yes,yes,0
644,malaysia,yes,yes,yes,0
645,malaysia,yes,yes,yes,3
646,malaysia,yes,yes,yes,0
647,malaysia,yes,yes,yes,3
648,malaysia,yes,yes,yes,3
649,malaysia,yes,yes,yes,0
650,ethiopia,yes,yes,yes,0
651,ethiopia,yes,yes,yes,3
652,ethiopia,yes,yes,yes,3
653,ethiopia,yes,yes,yes,3
654,ethiopia,yes,yes,yes,3
655,ethiopia,yes,yes,yes,3
656,ethiopia,yes,yes,yes,3
657,ethiopia,yes,yes,yes,3
658,ethiopia,yes,yes,yes,0
659,ethiopia,yes,yes,yes,3
660,ethiopia,yes,yes,yes,3
661,ethiopia,yes,yes,yes,0
662,ethiopia,yes,yes,yes,0
663,ethiopia,yes,yes,yes,2
664,ethiopia,yes,yes,yes,1
665,bosnia_and_herzegovina,yes,yes,yes,0
666,bosnia_and_herzegovina,yes,yes,yes,3
667,bosnia_and_herzegovina,yes,yes,yes,0
668,bosnia_and_herzegovina,yes,yes,yes,3
669,bosnia_and_herzegovina,yes,yes,yes,0
670,bosnia_and_herzegovina,yes,yes,yes,0
671,bosnia_and_herzegovina,yes,yes,yes,2
672,bosnia_and_herzegovina,yes,yes,yes,2
673,bosnia_and_herzegovina,yes,yes,yes,3
674,bosnia_and_herzegovina,yes,yes,yes,3
675,bosnia_and_herzegovina,yes,yes,yes,1
676,bosnia_and_herzegovina,yes,no,no,2
677,palestinian_territories,yes,yes,yes,3
678,palestinian_territories,yes,yes,neutral,1
679,palestinian_territories,yes,yes,yes,3
680,palestinian_territories,yes,yes,yes,3
681,palestinian_territories,yes,yes,yes,3
682,palestinian_territories,yes,yes,yes,0
683,palestinian_territories,yes,yes,yes,0
684,palestinian_territories,yes,yes,yes,3
685,palestinian_territories,yes,yes,yes,0
686,palestinian_territories,yes,yes,yes,3
687,palestinian_territories,yes,yes,yes,3
688,palestinian_territories,yes,yes,yes,3
689,palestinian_territories,yes,yes,yes,2
690,palestinian_territories,yes,yes,yes,3
691,palestinian_territories,yes,yes,yes,3
692,syria,yes,yes,yes,3
693,syria,yes,yes,yes,2
694,syria,yes,yes,yes,2
695,syria,yes,yes,neutral,0
696,syria,yes,yes,yes,0
697,syria,yes,yes,yes,0
698,kenya,yes,yes,yes,3
699,kenya,yes,yes,yes,3
700,kenya,yes,yes,yes,3
701,kenya,yes,yes,yes,3
702,kenya,yes,yes,yes,3
703,kenya,yes,yes,yes,3
704,kenya,yes,yes,yes,3
705,kenya,yes,yes,yes,3
706,kenya,yes,yes,no,2
707,kenya,yes,yes,yes,3
708,kenya,yes,yes,yes,0
709,kenya,yes,yes,yes,1
710,new_zealand,yes,yes,yes,2
711,new_zealand,yes,yes,yes,0
712,new_zealand,yes,yes,yes,3
713,new_zealand,yes,yes,yes,2
714,new_zealand,yes,yes,yes,0
715,new_zealand,yes,yes,yes,3
716,new_zealand,yes,yes,yes,3
717,new_zealand,yes,yes,yes,3
718,new_zealand,yes,yes,yes,0
719,new_zealand,yes,yes,yes,0
720,new_zealand,yes,yes,yes,3
721,new_zealand,yes,yes,yes,2
722,new_zealand,yes,yes,yes,3
723,new_zealand,yes,yes,yes,0
724,new_zealand,yes,yes,yes,3
725,peru,yes,yes,yes,3
726,peru,yes,yes,neutral,2
727,peru,yes,yes,yes,2
728,peru,yes,yes,yes,3
729,peru,yes,yes,yes,3
730,peru,yes,yes,yes,3
731,peru,yes,yes,yes,3
732,peru,yes,yes,yes,3
733,peru,yes,yes,yes,2
734,peru,yes,yes,yes,0
735,peru,yes,yes,yes,3
736,peru,yes,yes,yes,2
737,laos,yes,yes,yes,3
738,laos,yes,yes,yes,3
739,laos,yes,yes,yes,3
740,laos,yes,yes,yes,0
741,laos,yes,yes,yes,3
742,laos,yes,yes,yes,3
743,laos,yes,yes,yes,3
744,laos,yes,yes,yes,0
745,laos,yes,yes,yes,2
746,laos,yes,yes,yes,0
747,laos,yes,yes,yes,0
748,laos,yes,yes,yes,0
749,cyprus,yes,yes,yes,3
750,cyprus,yes,yes,yes,2
751,cyprus,yes,yes,yes,3
752,cyprus,yes,yes,yes,0
753,cyprus,yes,yes,yes,3
754,cyprus,yes,yes,yes,0
755,cyprus,yes,yes,yes,0
756,cyprus,yes,yes,yes,0
757,cyprus,yes,yes,yes,3
758,cyprus,yes,yes,yes,3
759,cyprus,yes,yes,yes,3
760,cyprus,yes,yes,yes,3
761,india,yes,yes,yes,3
762,india,yes,yes,yes,3
763,india,yes,yes,yes,2
764,india,yes,yes,yes,3
765,india,yes,yes,yes,3
766,india,yes,yes,yes,3
767,india,yes,yes,yes,3
768,india,yes,yes,yes,3
769,india,yes,yes,yes,0
770,iran,yes,yes,yes,3
771,iran,yes,yes,yes,2
772,iran,yes,yes,yes,0
773,iran,yes,yes,yes,2
774,iran,yes,yes,yes,3
775,iran,yes,yes,yes,3
776,iran,yes,yes,yes,3
777,iran,yes,no,yes,1
778,iran,yes,yes,yes,3
779,iran,yes,yes,yes,3
780,iran,yes,yes,yes,3
781,iran,yes,yes,yes,3
782,iran,yes,yes,no,0
783,iran,yes,yes,yes,0
784,iran,yes,yes,yes,0
785,greece,yes,yes,yes,3
786,greece,yes,yes,yes,2
787,greece,yes,yes,yes,3
788,greece,yes,yes,yes,2
789,greece,yes,yes,yes,2
790,greece,yes,yes,yes,3
791,greece,yes,yes,yes,0
792,greece,yes,yes,yes,3
793,greece,yes,yes,yes,3
794,greece,yes,yes,yes,3
795,greece,yes,yes,yes,3
796,greece,yes,yes,yes,3
797,venezuela,yes,yes,yes,3
